Case,gate length,Theta,Phi,dt,combination,total time,computing time
case1,26,2.080431842495108,0.4737743321783741,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 3, 3]",67.60000000000001,541.3262836933136
case2,18,1.635552738478066,2.3929829360007475,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3]",46.800000000000004,11.541314601898193
case3,18,1.6416680270967567,4.019028366587733,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2]",46.800000000000004,11.04376745223999
case4,1,1.8600643649130288,2.916283443739847,2.6,[-1],2.6,20906.41207933426
case5,26,1.9261877974065054,2.8999364089416875,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 2, 3, 2, 4]",67.60000000000001,12459.859759569168
case6,1,1.8569705321364034,1.6173595598174906,2.6,[-1],2.6,21005.392659664154
case7,26,1.921212176692489,2.474604973126032,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 4, 4, 3, 1]",67.60000000000001,6656.022718906403
case8,1,1.8270863689254524,3.491070244347443,2.6,[-1],2.6,18789.19015431404
case9,1,1.7197523821459115,5.10608833368015,2.6,[-1],2.6,17855.784449338913
case10,19,1.6301838254793397,3.629860689790136,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 3, 2, 2, 1, 1, 1, 3, 2, 2]",49.4,229.51003336906433
case11,27,2.024661611710778,0.2596402404072253,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 4, 3, 2, 2, 4]",70.2,11475.338825464249
case12,26,2.039211634100904,4.695308487160228,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 4, 2, 3]",67.60000000000001,960.3253390789032
case13,19,1.5732173551666082,2.0928668269544657,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 1, 0]",49.4,54.92310333251953
case14,1,1.7286154955382753,2.7419629125306453,2.6,[-1],2.6,19306.633769989014
